Price	Mileage	Make	Model	Type	Cylinder	Litre	Doors	Cruise	Sound	Leather																																					
33183.3326	9795	Volkswagen	Tiguan	Sedan	4	2.3	4	1	1	1																																					
31002.73442	15087	Volkswagen	Tiguan	Sedan	4	2.3	4	1	1	1																																					
30075.99473	22052	Volkswagen	Tiguan	Sedan	4	2.3	4	1	1	1																																					
29844.204	23143	Volkswagen	Tiguan	Sedan	4	2.3	4	1	1	1																																					
28432.82421	25247	Volkswagen	Tiguan	Sedan	4	2.3	4	1	1	1																																					
28054.98236	26276	Volkswagen	Tiguan	Sedan	4	2.3	4	1	1	1																																					
28502.96241	28598	Volkswagen	Tiguan	Sedan	4	2.3	4	1	1	1																																					
24912.08058	38717	Volkswagen	Tiguan	Sedan	4	2.3	4	1	0	1																																					
31849.30795	16956	Volkswagen	Tiguan	Wagon	4	2.3	4	1	0	1																																					
32649.76051	16975	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
29961.25494	20015	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
31554.40533	20103	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
29914.37958	22105	Volkswagen	Tiguan	Wagon	4	2.3	4	1	0	1																																					
30575.24882	22298	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
30271.9223	23426	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
28678.07525	25380	Volkswagen	Tiguan	Wagon	4	2.3	4	1	0	1																																					
28829.028	26503	Volkswagen	Tiguan	Wagon	4	2.3	4	1	0	1																																					
26955.0412	31773	Volkswagen	Tiguan	Wagon	4	2.3	4	1	0	1																																					
33005.77996	6409	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
30661.26015	14278	Volkswagen	Tiguan	Wagon	4	2.3	4	1	0	1																																					
30443.8799	15050	Volkswagen	Tiguan	Wagon	4	2.3	4	1	0	1																																					
30322.15057	16225	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
31153.00896	17317	Volkswagen	Tiguan	Wagon	4	2.3	4	1	0	1																																					
31084.93761	18187	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
31156.59579	18805	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
29114.54451	21960	Volkswagen	Tiguan	Wagon	4	2.3	4	1	0	1																																					
25845.20611	36557	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
24903.47774	40719	Volkswagen	Tiguan	Wagon	4	2.3	4	1	1	1																																					
30800.65839	8017	Volkswagen	Amarok	Sedan	4	2.3	4	1	0	1																																					
28416.46167	14613	Volkswagen	Amarok	Sedan	4	2.3	4	1	0	1																																					
28185.77625	19854	Volkswagen	Amarok	Sedan	4	2.3	4	1	1	1																																					
28204.60358	22021	Volkswagen	Amarok	Sedan	4	2.3	4	1	1	1																																					
26653.23939	22590	Volkswagen	Amarok	Sedan	4	2.3	4	1	1	1																																					
27610.8642	22881	Volkswagen	Amarok	Sedan	4	2.3	4	1	1	1																																					
26698.07815	23055	Volkswagen	Amarok	Sedan	4	2.3	4	1	1	1																																					
27241.43618	23204	Volkswagen	Amarok	Sedan	4	2.3	4	1	1	1																																					
27703.204	24738	Volkswagen	Amarok	Sedan	4	2.3	4	1	1	1																																					
24405.06676	31344	Volkswagen	Amarok	Sedan	4	2.3	4	1	1	1																																					
30959.93213	17673	Volkswagen	Amarok	Wagon	4	2.3	4	1	1	1																																					
29986.7915	18464	Volkswagen	Amarok	Wagon	4	2.3	4	1	0	1																																					
29908.18098	19830	Volkswagen	Amarok	Wagon	4	2.3	4	1	1	1																																					
28328.26654	20685	Volkswagen	Amarok	Wagon	4	2.3	4	1	0	1																																					
29197.7913	20907	Volkswagen	Amarok	Wagon	4	2.3	4	1	0	1																																					
29321.08251	21545	Volkswagen	Amarok	Wagon	4	2.3	4	1	0	1																																					
29481.52876	21822	Volkswagen	Amarok	Wagon	4	2.3	4	1	1	1																																					
26792.30016	25357	Volkswagen	Amarok	Wagon	4	2.3	4	1	0	1																																					
27788.81324	26786	Volkswagen	Amarok	Wagon	4	2.3	4	1	0	1																																					
26012.37462	34269	Volkswagen	Amarok	Wagon	4	2.3	4	1	1	1																																					
27280.98206	4836	Volkswagen	Rocktek	Wagon	4	2.5	4	1	1	0																																					
25959.12203	17431	Volkswagen	Rocktek	Wagon	4	2.5	4	1	0	1																																					
23274.48071	21616	Volkswagen	Rocktek	Wagon	4	2.5	4	1	1	0																																					
23329.20826	25218	Volkswagen	Rocktek	Wagon	4	2.5	4	1	0	1																																					
16916.86954	2879	Hyundai	Accent	Coupe	4	2.2	2	1	0	1																																					
15639.03674	8507	Hyundai	Accent	Coupe	4	2.2	2	1	0	0																																					
16256.23617	10555	Hyundai	Accent	Coupe	4	2.2	2	0	0	1																																					
15395.01087	12920	Hyundai	Accent	Coupe	4	2.2	2	1	0	0																																					
14881.95545	14376	Hyundai	Accent	Coupe	4	2.2	2	0	0	0																																					
15277.06759	16951	Hyundai	Accent	Coupe	4	2.2	2	0	1	0																																					
14702.79832	17656	Hyundai	Accent	Coupe	4	2.2	2	1	1	0																																					
15033.15032	19455	Hyundai	Accent	Coupe	4	2.2	2	0	0	1																																					
13991.04006	21020	Hyundai	Accent	Coupe	4	2.2	2	0	1	0																																					
14771.00346	22255	Hyundai	Accent	Coupe	4	2.2	2	1	0	1																																					
13719.23831	23645	Hyundai	Accent	Coupe	4	2.2	2	0	0	0																																					
13869.15494	24349	Hyundai	Accent	Coupe	4	2.2	2	1	1	0																																					
13518.23525	25981	Hyundai	Accent	Coupe	4	2.2	2	1	1	0																																					
13825.15471	26034	Hyundai	Accent	Coupe	4	2.2	2	0	0	1																																					
13811.15502	26236	Hyundai	Accent	Coupe	4	2.2	2	0	1	1																																					
14077.96885	26788	Hyundai	Accent	Coupe	4	2.2	2	0	0	1																																					
14411.85885	26986	Hyundai	Accent	Coupe	4	2.2	2	1	0	1																																					
13600.03418	27231	Hyundai	Accent	Coupe	4	2.2	2	0	1	0																																					
13032.8681	30108	Hyundai	Accent	Coupe	4	2.2	2	1	1	1																																					
11539.04853	38958	Hyundai	Accent	Coupe	4	2.2	2	0	0	0																																					
14739.06724	1737	Hyundai	Accent	Sedan	4	2.2	4	0	0	1																																					
15110.1926	2392	Hyundai	Accent	Sedan	4	2.2	4	1	1	0																																					
14202.99715	11836	Hyundai	Accent	Sedan	4	2.2	4	0	0	0																																					
15194.97535	12412	Hyundai	Accent	Sedan	4	2.2	4	0	0	1																																					
14116.92151	12878	Hyundai	Accent	Sedan	4	2.2	4	1	0	0																																					
13174.07101	13318	Hyundai	Accent	Sedan	4	2.2	4	0	0	1																																					
13258.36589	14938	Hyundai	Accent	Sedan	4	2.2	4	1	1	1																																					
12791.75109	16163	Hyundai	Accent	Sedan	4	2.2	4	0	0	1																																					
12293.05996	17139	Hyundai	Accent	Sedan	4	2.2	4	1	0	1																																					
13998.12928	18257	Hyundai	Accent	Sedan	4	2.2	4	0	1	1																																					
14568.00225	18511	Hyundai	Accent	Sedan	4	2.2	4	0	1	1																																					
13122.90546	19101	Hyundai	Accent	Sedan	4	2.2	4	0	1	1																																					
13494.28878	19500	Hyundai	Accent	Sedan	4	2.2	4	1	0	1																																					
12036.21675	19853	Hyundai	Accent	Sedan	4	2.2	4	0	1	1																																					
12162.14005	21770	Hyundai	Accent	Sedan	4	2.2	4	0	1	0																																					
12333.60399	21877	Hyundai	Accent	Sedan	4	2.2	4	0	0	0																																					
12099.01458	22758	Hyundai	Accent	Sedan	4	2.2	4	1	1	0																																					
12119.0897	22826	Hyundai	Accent	Sedan	4	2.2	4	0	0	1																																					
11679.92355	23388	Hyundai	Accent	Sedan	4	2.2	4	0	0	0																																					
13216.91205	24069	Hyundai	Accent	Sedan	4	2.2	4	0	1	0																																					
12412.52111	24664	Hyundai	Accent	Sedan	4	2.2	4	0	1	1																																					
12284.28829	24740	Hyundai	Accent	Sedan	4	2.2	4	1	1	0																																					
12594.18301	26328	Hyundai	Accent	Sedan	4	2.2	4	0	0	1																																					
12105.98134	28298	Hyundai	Accent	Sedan	4	2.2	4	0	1	0																																					
11873.53399	28398	Hyundai	Accent	Sedan	4	2.2	4	0	0	0																																					
12965.22327	29707	Hyundai	Accent	Sedan	4	2.2	4	0	1	1																																					
10563.06616	32458	Hyundai	Accent	Sedan	4	2.2	4	0	0	0																																					
11413.5304	32619	Hyundai	Accent	Sedan	4	2.2	4	1	0	1																																					
11504.82455	33962	Hyundai	Accent	Sedan	4	2.2	4	0	0	0																																					
11521.52589	34998	Hyundai	Accent	Sedan	4	2.2	4	0	1	1																																					
18173.97808	5826	Hyundai	SantaFe	Sedan	6	3	4	1	1	1																																					
18490.98303	7755	Hyundai	SantaFe	Sedan	6	3	4	1	1	1																																					
17322.0784	10102	Hyundai	SantaFe	Sedan	6	3	4	1	0	1																																					
17978.357	10986	Hyundai	SantaFe	Sedan	6	3	4	1	0	0																																					
16425.1748	14242	Hyundai	SantaFe	Sedan	6	3	4	1	0	0																																					
16507.07027	16229	Hyundai	SantaFe	Sedan	6	3	4	1	0	0																																					
16175.9576	19095	Hyundai	SantaFe	Sedan	6	3	4	1	1	0																																					
15731.1329	20484	Hyundai	SantaFe	Sedan	6	3	4	1	1	0																																					
15118.89323	25979	Hyundai	SantaFe	Sedan	6	3	4	1	1	0																																					
13585.6368	35662	Hyundai	SantaFe	Sedan	6	3	4	1	0	0																																					
